web-scraper-order,web-scraper-start-url,titl,imag-src,click,click-href,conte,revie,star,author,click_user,click_user-href,user_name,user_follow,user_fans,user_star,user_location,user_id,user_desc,user_sex
"1749656636-97","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","油圈子","https://www.xiaohongshu.com/user/profile/59baa0c244363b1287dfa907?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABKfF-JbNus0BUvMs5wkeNFj7JD4x7xIafJMz801w0zhk=&xsec_source=pc_comment","油圈子","63","350","320","","小红书号：262301652","『新会-梅江产区-圈枝老树』🍊 
⭕️水田种植-自家果园「大红柑热卖」🔥
👒50斤起摘🌳欢迎到场采摘，不邮寄鲜果
美好事物总是值得期待和分享💁","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><span class=""gender-text"" data-v-4947d265="""">天秤座</span></div>"
"1749656655-98","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","Vivian🐒","https://www.xiaohongshu.com/user/profile/5958a004b1da141db3746c38?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=AB7i7o3E5GTseEDGEFi1wi8ZDposJeH7DINE2xeU-MQtA=&xsec_source=pc_comment","Vivian🐒","123","46","4822","IP属地：广东","小红书号：269048233","","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><!----></div>"
"1749656662-99","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","momo","https://www.xiaohongshu.com/user/profile/6269d58700000000210200ef?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABpXEsXmtNMcDDB1Zi3P2Homm_jtB7o99A1PjYWgK1dH0=&xsec_source=pc_comment","momo","203","91","1130","IP属地：中国香港","小红书号：5496133241","私訊不回","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><!----></div>"
"1749656688-100","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","🌻BernieCHAÑ","https://www.xiaohongshu.com/user/profile/583523eb82ec392f138213fb?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=AB7T8nq5hmmd2n1CEX-_Xi1QE3F95XJsx99Yf8W1N9SGI=&xsec_source=pc_comment","🌻BernieCHAÑ","271","110","450","IP属地：广东","小红书号：berniekk","Cantonese 生活日常 诸事顺遂 ENTJ ♌️
NPOer 家有进进🐶
✈️偶尔出差 热爱旅行
⚖️GZHU alumnus","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#male"" data-v-55b36ac6=""""></use></svg><span class=""gender-text"" data-v-4947d265="""">狮子座</span></div>"
"1749656704-101","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","圓圓","https://www.xiaohongshu.com/user/profile/603dc5c80000000001008c4d?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABAwzoKdQHgx-N3zPcZ1s2UVKnx6BtDmU7pORr8ArbP8I=&xsec_source=pc_comment","圓圓","46","319","4012","IP属地：中国香港","小红书号：1806853323","","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><!----></div>"
"1749656721-102","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","Andersoncooper","https://www.xiaohongshu.com/user/profile/59b561d36a6a693ba28e9cb7?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABFZ2mP3eZuuDRvYrEQvfhZTm5qNW0EQAqm6b9PNWecnQ=&xsec_source=pc_comment","Andersoncooper","935","81","407","IP属地：广东","小红书号：638114386","还没有简介","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#male"" data-v-55b36ac6=""""></use></svg><!----></div>"
"1749656741-103","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","WSW","https://www.xiaohongshu.com/user/profile/5c5567750000000010006b6a?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=AB2TOsDsLHaxY9R2Otni_Q5PCxewH1keDz8StfjCbuw1s=&xsec_source=pc_comment","WSW","1359","43","97","IP属地：广东","小红书号：613386750","这么大，那么长。
看天、看云，看猫，看狗，看看你。","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#male"" data-v-55b36ac6=""""></use></svg><span class=""gender-text"" data-v-4947d265="""">双子座</span></div>"
"1749656746-104","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","Yi_S","https://www.xiaohongshu.com/user/profile/5c4f1a3d000000001201de18?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABG1-dTiQS7S9360UpQYwxyVIbmTIW4vtKdHnxRhnwUW4=&xsec_source=pc_comment","Yi_S","815","82","52","IP属地：云南","小红书号：616382316","","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><!----></div>"
"1749656764-105","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","真假陈皮 如何辨别？","https://sns-webpic-qc.xhscdn.com/202506112317/2ae466cb09aa925b250a3aba31631b42/spectrum/1040g34o30vv8ltnnls005o8stl70819vnd2n9v0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/65e6fda30000000003036867?xsec_token=ABU5u07H7GtPmAImPWzm0rcDE19MzihTHttAJk3mqLG-o=&xsec_source=","”一两陈皮一两金“？在广东可以当嫁妆 的陈皮究竟怎么选？今天肥妈教你简单四步鉴定好 #陈皮  #避坑指南 不花冤枉钱！ #新会陈皮","[{""revie"":""唔话你知讲翻广东话啦2024-03-05193舞小家子气……我都能听，没你这么上纲上线2024-03-059回复展开 2 条回复""},{""revie"":""Yi_S@窝努的猫耳朵2024-03-05赞4窝努的猫耳朵好唔慣肥媽講普通話2024-03-054回复展开 3 条回复""},{""revie"":""WSW肥妈，放过我地广州人啦！请讲粤语！2024-03-058回复""},{""revie"":""Andersoncooper肥妈真的好传统好传统的中国人啊！2024-03-057回复""},{""revie"":""圓圓肥媽是感性的，很率直，喜歡看她的節目！2024-03-064回复""},{""revie"":""🌻BernieCHAÑ肥妈你都系讲广东话吧2024-03-054回复""},{""revie"":""momo好的不一定是三塊，如果超過10年能保持三塊，只能說沒有多攞出嚟曬，只要攞出嚟曬就有很大機會斷啊2024-03-053回复""},{""revie"":""Vivian🐒我老公今天下午看到阿妈了！我好激动啊！可惜我不在现场2024-03-052回复""},{""revie"":""油圈子作为纯种新会本地果农，我赌1000块没人能分得出产区，就算我放两个不同产区的柑在他面前他都不可能分的出，只有到现场采摘最靠谱。2024-09-281回复""},{""revie"":""随便叫MOMO肥妈讲白话啦2024-07-041回复""}]","854","肥媽 Maria","唔话你知","https://www.xiaohongshu.com/user/profile/5c433037000000000603f4c1?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=AByGwvJRVjxgfQ1wK30AJhU71PWFfuTMhSbLVDV7ZBCmY=&xsec_source=pc_comment","唔话你知","349","66","1832","IP属地：广东","小红书号：503238147","","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><span class=""gender-text"" data-v-4947d265="""">天秤座</span></div>"
"1749656789-106","https://www.xiaohongshu.com/search_result?keyword=%25E7%259C%259F%25E5%2581%2587%25E6%2596%25B0%25E4%25BC%259A%25E9%2599%2588%25E7%259A%25AE&source=web_user_page","被学医舅舅骂醒了，千万别长期无脑喝陈皮","https://sns-webpic-qc.xhscdn.com/202506112317/d2a5f1395588a7fac6f762c8b9627fe6/1040g00831hrplpin3u705ps63r023719cn7gig0!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/683143100000000022004d8d?xsec_token=ABUdEKE7OIAM-a4QsNR9-7coNsjDp3bhXzRMoinID1b3Y=&xsec_source=","大家都知道陈皮是很好的滋补品，但是我发现很多人都吃错了，陈皮价钱不便宜，吃错了白白浪费钱不说，严重的还可能伤及身体
-
⚠先说说我犯过的错，你们看看自己中招没：
1⃣ 我之前都是烧开水直接泡，舅舅说喝之前要醒皮，因为陈皮在多年晾晒和陈化过程中，表面会有很多杂质
2⃣ 我以前喜欢早上空腹喝，觉得特别提神...结果舅舅说这样特别伤胃！要吃完饭过1小时再喝
3⃣ 我经常一瓣陈皮泡一整天，舅舅说这样不行！煮好的陈皮捞出来，下次煮的时候再加水，不能一直泡着，一瓣好的陈皮可以反复煮8-10次
4⃣ 我还喜欢加绿豆一起煮，舅舅直接说这是""自s式搭配""...陈皮和绿豆相克，要间隔2小时才能吃
-
🌟舅舅教我的正确喝法：
1⃣ 选陈皮要认准新会产的，口感营养什么的 一线产区＞二线产区＞三线产区
2⃣ 注意陈皮和水的比例以及煮的时间
一般一小瓣陈皮，加水300ml就行，可以根据自己的口味调整
⭐煮的时候要留意一下，表皮要朝下。让油包和沸腾的水直接接触，激发挥发油的香气。
3⃣ 每一壶陈皮煮好的水都要出尽
我们可以倒到一个大容量的杯中，留着慢慢品饮，因为如果停留在水中超过20分钟就会出现苦味了
陈皮有条件尽量煮（看产区/价格/年份），让身体去感受它，别人无法代替。无论新皮旧皮 ， 都比较讲究方法（比茶叶，更讲究）。方法简单概括下（茶水比例为1:50，如果一片皮即3瓣皮，加水约350毫升~450亳升，如果一瓣皮即1/3片皮，加水约150毫升~180亳升，如果一个人喝，用1/3片即可）: 洗皮（醒皮）→煮皮→反复煮皮→煮到6~10泡每泡煮的时间适当加多15~30秒（在上一泡基础上）; 开水煮4分钟（冷水煮，水沸后继续煮4分钟）。看汤色，试口感【口感，分热饮和冷饮法（放凉20分钟后饮）】，第一次煮（想鉴别的），要单独，不要搭配其他茶，喝原味。
💡小tips：
- 别贪便宜买便宜的陈皮，效果什么的先不说，喝到工艺皮那就得不偿失了
- 每周喝3-4就够了，天天喝反而不好
- 放在密封罐里保存，潮湿了容易发霉#陈皮 #陈皮苹果水 #新会陈皮 #养生茶 #中药养生 #干了这杯养生茶喝出好气色 #养生内调茶 #爱如陈皮愈久愈珍 #滋补品 #陈皮白茶 #陈皮功效 #滋补养生","[{""revie"":""静静想养生陈皮推荐一下呗，老买到假的7天前山东23八方来财💰作者@云瑶茶庄 她家的，我喝这个老板家挺长时间了，皮挺不错的6天前山东2回复展开 2 条回复""},{""revie"":""对症下药.一6天前安徽赞回复""}]","105","八方来财💰","对症下药.","https://www.xiaohongshu.com/user/profile/5c46c1b2000000001102d630?channel_type=web_note_detail_r10&parent_page_channel_type=web_user_board&xsec_token=ABQz0A3y-Tz5mHxjYaEfpWCN-qDPnGsgkIO-bYgwa6re4=&xsec_source=pc_comment","对症下药.","49","10","12","IP属地：安徽","小红书号：226364139","皮肤管理.量肤定制.全效护肤.科技护肤
斑.敏.痘问题_可私信，一对一解答！！
专注解决肌肤暗黄黑老，斑点斑片，激素脸，痘痘肌，还你一张干净无暇的容颜！！！","<div class=""gender"" data-v-4947d265=""""><svg class=""reds-icon"" width=""12"" height=""12"" data-v-4947d265="""" data-v-55b36ac6=""""><use xlink:href=""#female"" data-v-55b36ac6=""""></use></svg><span class=""gender-text"" data-v-4947d265="""">32岁</span></div>"
